Date,Open,High,Low,Close,Adj Close,Volume
2018-05-14,354.416840,361.762268,347.346863,351.800049,345.379608,9642921
2018-05-15,351.662323,356.390930,347.392792,350.698242,344.297882,6947897
2018-05-16,351.616394,351.616394,343.398712,344.638245,338.348480,6641547
2018-05-17,346.382782,347.943695,335.548279,337.522369,331.362488,9815529
2018-05-18,337.935547,337.935547,325.999237,331.783752,325.728577,12204435
2018-05-21,331.783752,339.037354,326.136963,330.544220,324.511658,5381337
2018-05-22,327.743774,340.735992,322.831512,332.242828,326.179260,7103421
2018-05-23,332.196930,335.869659,325.264679,327.606049,321.627106,6482568
2018-05-24,329.626038,343.306885,327.697845,341.470551,335.238586,4905207
2018-05-25,341.837799,348.907776,336.971466,346.107330,339.790771,4068910
2018-05-28,346.704163,349.642334,340.460541,344.454620,338.168213,6488173
2018-05-29,345.189148,350.468689,340.873718,348.127319,341.773865,3786954
2018-05-30,347.897797,347.897797,342.480530,345.051422,338.754120,3668867
2018-05-31,345.326874,351.845947,340.873718,343.031433,336.770966,11758843
2018-06-01,343.903717,354.325043,342.067352,352.305054,345.875366,4464391
2018-06-04,352.580505,355.105469,339.817810,341.837799,335.599121,3885387
2018-06-05,341.011444,341.791901,328.294678,334.492371,328.387756,5433788
2018-06-06,332.472382,350.652313,332.472382,348.678223,342.314728,5463442
2018-06-07,348.632324,354.646393,344.316895,348.861877,342.495026,3962161
2018-06-08,348.448700,352.075500,341.791901,346.658234,340.331573,4219442
2018-06-11,346.841888,359.742279,346.841888,356.987762,350.472595,5929183
2018-06-12,358.043640,361.211365,348.494598,349.504608,343.126038,6019564
2018-06-13,343.398712,351.570496,342.755981,344.913696,338.618896,7295849
2018-06-14,342.939636,352.580505,342.939636,345.694153,339.385132,5122772
2018-06-15,347.714142,349.137329,339.909637,347.300964,340.962585,6222735
2018-06-18,347.025513,349.734131,337.935547,340.552368,334.337158,3062753
2018-06-19,340.644165,345.143250,338.991455,340.827820,334.607574,3889099
2018-06-20,342.021454,345.694153,340.139191,341.470551,335.238586,2734510
2018-06-21,344.270966,344.316895,334.033295,338.532379,332.354034,4183340
2018-06-22,340.598267,345.694153,336.328735,343.903717,337.627350,3341840
2018-06-25,341.562347,347.025513,341.378723,343.536438,337.266754,3276108
2018-06-26,343.398712,351.432770,342.664154,349.091431,342.720367,4703701
2018-06-27,350.055511,350.330963,342.572357,344.913696,338.618896,3716276
2018-06-28,343.123260,350.193237,338.394623,347.025513,340.692169,6379018
2018-06-29,344.592346,351.937775,344.592346,350.698242,344.297882,3749975
2018-07-02,349.917786,350.193237,335.640106,337.935547,331.768097,4782421
2018-07-03,343.949615,343.949615,336.145111,340.414642,334.201935,3035643
2018-07-04,340.506439,341.470551,333.023285,337.338745,331.182190,4275162
2018-07-05,335.135101,336.741913,330.222839,333.666016,327.576477,6973455
2018-07-06,332.380585,335.502380,330.452393,332.610107,326.539825,7861231
2018-07-09,336.053284,336.420563,332.013306,332.472382,326.404633,5151542
2018-07-10,332.839661,339.542358,332.839661,337.705994,331.542725,1844717
2018-07-11,338.716003,338.716003,331.370575,332.380585,326.314514,2046713
2018-07-12,335.135101,335.135101,330.865570,332.518311,326.449738,2256842
2018-07-13,334.216919,334.997375,328.111053,329.580139,323.565186,5213335
2018-07-16,326.871490,330.314667,316.587891,318.975159,313.153717,3551727
2018-07-17,318.607880,322.005157,312.180634,314.522003,308.781860,5320270
2018-07-18,315.945190,316.863342,303.917053,309.242462,303.598694,5224127
2018-07-19,311.262482,319.066986,309.977020,316.771545,310.990356,4935278
2018-07-20,314.935181,319.250610,312.502014,317.138794,311.350891,4134705
2018-07-23,317.230621,330.544220,316.771545,329.580139,323.565186,4068849
2018-07-24,331.829651,336.466461,326.182861,327.606049,321.627106,4270365
2018-07-25,326.045135,326.687866,315.394257,323.474243,317.570740,5079801
2018-07-26,324.162872,330.544220,323.520142,328.386505,322.393311,3746339
2018-07-27,330.452393,343.306885,322.877411,334.859650,328.748322,8850788
2018-07-30,329.626038,357.079559,326.228760,351.891846,345.469696,7338397
2018-07-31,350.744141,360.430908,347.714142,358.640472,352.095154,7947092
2018-08-01,358.089569,366.353180,351.340942,353.039581,346.596497,9270900
2018-08-02,352.029602,353.269135,338.991455,342.480530,338.430603,6072735
2018-08-03,344.133240,346.061432,340.093262,343.857788,339.791565,3580480
2018-08-06,344.179169,355.977753,344.041443,354.187317,349.998962,3965092
2018-08-07,354.187317,355.151398,348.219147,350.652313,346.505768,2386120
2018-08-08,348.999603,356.161377,342.847809,353.774139,349.590668,3260749
2018-08-09,354.692291,354.692291,334.676025,337.017365,333.032043,12024173
2018-08-10,338.073273,344.133240,335.226929,339.542358,335.527191,4407054
2018-08-13,338.716003,345.005524,333.298737,339.863708,335.844727,4157716
2018-08-14,339.863708,342.205078,334.216919,336.971466,332.986694,3156206
2018-08-16,336.558289,343.398712,335.318756,341.562347,337.523285,2956948
2018-08-17,341.608276,344.316895,336.191010,341.011444,336.978882,3300916
2018-08-20,341.929626,343.260986,337.246918,340.230988,336.207672,2785484
2018-08-21,334.216919,340.093262,333.390564,338.119171,334.120819,3387718
2018-08-23,341.837799,345.923706,337.981445,339.634186,335.617920,4659267
2018-08-24,339.725983,340.460541,335.135101,338.761902,334.755951,2275616
2018-08-27,339.725983,352.396851,337.338745,348.127319,344.010620,6467883
2018-08-28,351.065491,354.141388,344.684174,345.969604,341.878418,3996957
2018-08-29,347.071411,351.157318,342.250977,344.225067,340.154510,4398717
2018-08-30,346.428711,353.498657,344.913696,351.754120,347.594543,7652998
2018-08-31,348.770050,354.416840,345.235077,352.442780,348.275055,8549115
2018-09-03,355.335022,355.564575,349.320953,352.396851,348.229645,4100008
2018-09-04,351.019592,352.075500,344.959625,347.392792,343.284790,3143333
2018-09-05,344.316895,346.933685,336.282837,341.608276,337.568665,6516973
2018-09-06,343.352814,344.041443,337.981445,341.837799,337.795471,2563793
2018-09-07,343.306885,359.283203,338.624176,357.722290,353.492126,5362430
2018-09-10,357.446838,364.975891,350.927765,356.620483,352.403351,5510348
2018-09-11,356.712311,360.293182,346.566437,347.714142,343.602325,5708501
2018-09-12,349.734131,350.881866,341.378723,345.877777,341.787659,3991027
2018-09-14,347.071411,356.436829,342.480530,352.213226,348.048187,3530511
2018-09-17,349.045502,359.007751,346.245056,350.790039,346.641846,3361256
2018-09-18,349.091431,353.315033,342.067352,343.123260,339.065735,2900594
2018-09-19,343.857788,349.275055,330.819672,339.771912,335.753998,2141967
2018-09-21,335.043274,348.770050,328.019226,340.185089,336.162292,5994112
2018-09-24,340.093262,342.388702,321.821533,327.055145,323.187622,7738721
2018-09-25,329.809662,333.895569,315.853363,331.003296,327.089111,6728236
2018-09-26,333.298737,335.135101,327.927399,331.737854,327.814941,4317290
2018-09-27,331.921478,333.711914,325.631958,327.606049,323.732025,4401260
2018-09-28,327.606049,329.626038,307.727478,310.849274,307.173401,12179560
2018-10-01,311.262482,312.180634,295.377991,300.014771,296.467010,10667312
2018-10-03,299.326141,300.519775,290.465729,292.393890,288.936249,7253425
2018-10-04,289.547546,291.475708,277.427582,284.773010,281.405487,8804379
2018-10-05,283.258026,290.052551,268.016266,274.168060,270.925934,7807545
2018-10-08,274.351685,274.351685,267.189911,271.046265,267.841064,9830736
2018-10-09,272.010345,272.607147,263.517181,265.353546,262.215668,9324189
2018-10-10,265.353546,278.942596,260.946289,270.954437,267.750336,11125931
2018-10-11,265.307648,270.678986,259.155853,262.002197,258.903961,5098467
2018-10-12,264.435364,268.658997,261.359467,266.317627,263.168335,9811029
2018-10-15,266.317627,269.026276,260.808563,267.281708,264.121033,2839578
2018-10-16,268.475342,271.688965,265.537170,269.944427,266.752289,3279644
2018-10-17,272.239899,273.938507,261.359467,264.894470,261.762024,4223253
2018-10-19,263.517181,269.209900,261.313568,263.792633,260.673218,4062747
2018-10-22,265.766724,266.271729,254.197678,262.369476,259.266876,7113455
2018-10-23,259.890381,266.822632,259.844482,262.507202,259.402985,7229023
2018-10-24,266.271729,301.851135,263.195831,290.006653,286.577240,13282034
2018-10-25,281.880768,285.002563,268.245819,271.367615,268.158630,16668675
2018-10-26,272.790802,280.962585,263.517181,273.571259,270.336212,8559298
2018-10-29,274.627136,278.713043,266.271729,270.036255,266.843018,6155559
2018-10-30,270.357635,272.882599,265.674896,268.658997,265.482025,5236047
2018-10-31,268.934448,270.862610,256.079956,268.429443,265.255188,8013097
2018-11-01,269.026276,273.617157,263.838562,269.485352,266.298615,5171149
2018-11-02,269.852631,282.615295,269.485352,277.335785,274.056213,4820038
2018-11-05,276.188049,280.411682,273.617157,278.391693,275.099640,4752247
2018-11-06,279.126221,282.753021,278.116241,280.090302,279.088104,2889494
2018-11-07,283.717102,283.717102,279.080322,281.192139,280.186005,301359
2018-11-09,266.088104,278.575317,265.078094,275.223969,274.239197,9252093
2018-11-12,276.371704,280.044403,269.944427,271.964447,270.991333,6667143
2018-11-13,271.780792,279.126221,266.547180,273.203979,272.226410,4237921
2018-11-14,275.453522,286.288025,273.617157,276.647156,275.657288,5318746
2018-11-15,276.647156,281.605316,273.617157,279.493500,278.493439,4411075
2018-11-16,278.116241,309.242462,277.289856,305.523865,304.430664,24584652
2018-11-19,302.447968,311.170654,292.898895,309.288391,308.181732,12821674
2018-11-20,305.845215,311.675659,301.437958,304.789307,303.698730,11691270
2018-11-21,303.917053,311.675659,303.136597,305.477936,304.384888,9233430
2018-11-22,304.743408,311.997009,295.102539,301.024780,299.947662,9721413
