Date,Open,High,Low,Close,Adj Close,Volume
2018-05-14,1886.000000,1918.349976,1886.000000,1915.000000,1890.150879,497437
2018-05-15,1919.000000,1951.500000,1905.099976,1916.949951,1892.075439,1198159
2018-05-16,1911.599976,1939.199951,1900.000000,1925.599976,1900.613159,506000
2018-05-17,1920.000000,1934.250000,1905.599976,1914.349976,1889.509155,503632
2018-05-18,1915.000000,1945.000000,1906.000000,1930.000000,1904.956055,952766
2018-05-21,1935.900024,1947.000000,1912.449951,1924.949951,1899.971680,845801
2018-05-22,1924.699951,1931.300049,1895.000000,1903.949951,1879.244141,545822
2018-05-23,1895.000000,1898.699951,1848.599976,1853.650024,1829.596802,1220570
2018-05-24,1853.650024,1878.800049,1836.000000,1870.699951,1846.425415,864810
2018-05-25,1874.000000,1919.250000,1858.699951,1914.949951,1890.101318,674128
2018-05-28,1919.000000,1925.000000,1894.949951,1914.449951,1889.607788,811547
2018-05-29,1908.099976,1917.050049,1870.000000,1877.300049,1852.939941,855287
2018-05-30,1868.699951,1892.199951,1858.199951,1884.849976,1860.391968,848282
2018-05-31,1884.000000,1995.000000,1868.750000,1955.449951,1930.075806,3896725
2018-06-01,1948.000000,1948.000000,1905.000000,1915.400024,1890.545654,1082637
2018-06-04,1931.949951,1963.000000,1892.000000,1902.199951,1877.516724,964088
2018-06-05,1897.000000,1916.550049,1892.900024,1899.400024,1874.753174,708586
2018-06-06,1903.000000,1928.500000,1881.349976,1919.800049,1894.888550,508953
2018-06-07,1926.000000,1941.750000,1895.099976,1900.449951,1875.789551,754249
2018-06-08,1895.000000,1898.949951,1880.000000,1888.699951,1864.192017,1889091
2018-06-11,1898.900024,1929.150024,1895.300049,1904.800049,1880.083008,794575
2018-06-12,1910.000000,1958.449951,1908.000000,1954.750000,1929.384888,1275739
2018-06-13,1958.000000,1968.800049,1937.550049,1945.449951,1927.601318,1169830
2018-06-14,1940.000000,1971.099976,1934.000000,1963.400024,1945.386841,917199
2018-06-15,1963.000000,1978.400024,1947.150024,1967.349976,1949.300537,2274265
2018-06-18,1962.099976,1989.000000,1961.000000,1967.949951,1949.895020,792509
2018-06-19,1962.000000,1962.449951,1916.750000,1931.500000,1913.779419,905231
2018-06-20,1939.000000,1975.000000,1927.500000,1967.400024,1949.350220,489671
2018-06-21,1969.300049,1975.750000,1946.050049,1960.500000,1942.513428,779490
2018-06-22,1960.500000,1963.750000,1927.400024,1953.250000,1935.329956,956565
2018-06-25,1951.000000,1976.900024,1946.500000,1969.949951,1951.876587,566785
