Date,Open,High,Low,Close,Adj Close,Volume
2018-05-14,982.635620,982.635620,967.528809,977.335815,962.382690,2604012
2018-05-15,973.819153,990.609985,967.479248,969.757690,954.920410,4846430
2018-05-16,964.854126,964.854126,943.506531,947.171753,932.680054,8695009
2018-05-17,950.341736,950.985596,932.659302,936.473145,922.145203,4778345
2018-05-18,936.720825,944.546631,923.248535,925.081177,910.927490,5279612
2018-05-21,922.010254,926.913757,913.441467,922.604614,908.488831,6687690
2018-05-22,924.387756,925.229736,916.314270,918.047852,904.001770,5219596
2018-05-23,917.304871,917.304871,900.613098,903.683960,889.857605,4610857
2018-05-24,905.417542,912.351807,901.603699,907.250183,893.369324,5368392
2018-05-25,907.398743,914.729309,905.863342,912.153687,898.197815,8206579
2018-05-28,916.215210,918.295471,909.479065,911.757446,897.807617,5247105
2018-05-29,912.847107,919.286072,905.813782,908.835144,894.929993,8250871
2018-05-30,906.259583,914.531189,898.087036,907.497803,893.613159,6048012
2018-05-31,912.351807,913.639587,905.962402,912.698547,898.734314,17112487
2018-06-01,911.361206,926.963318,909.825745,921.812134,907.708496,8848926
2018-06-04,924.635376,935.135864,921.812134,932.015442,917.755676,5653442
2018-06-05,933.947144,946.032532,932.164001,938.751587,924.388733,8047086
2018-06-06,938.107666,947.023193,933.798523,945.438171,930.973022,4229195
2018-06-07,945.933472,966.835388,945.487732,962.229004,947.507019,6922300
2018-06-08,957.276001,977.286316,951.579956,975.106934,960.187866,6594521
2018-06-11,977.831116,990.560486,969.856750,973.422913,958.529602,6931136
2018-06-12,974.165894,990.609985,971.094971,987.786743,972.673706,7515794
2018-06-13,990.609985,996.454590,980.208618,993.086548,977.892334,5982192
2018-06-14,988.083923,1002.299194,978.128296,998.485352,983.208557,5536858
2018-06-15,996.553650,1013.889343,989.867065,1004.676697,989.305176,11401764
2018-06-18,999.327393,1010.867981,997.544250,1006.013977,990.622009,5705952
2018-06-19,1004.379456,1005.271057,984.319641,986.697083,971.600647,6406255
2018-06-20,986.647583,1013.294983,985.508362,1009.679260,994.231262,7262014
2018-06-21,1013.839783,1026.271973,1011.710022,1022.260010,1006.619507,10609377
2018-06-22,1018.743347,1019.535828,998.980652,1002.992615,987.646912,16323253
2018-06-25,1001.902954,1006.955078,992.888428,995.018250,979.794495,5246962
2018-06-26,996.553650,996.553650,966.092407,969.757690,954.920410,8145067
2018-06-27,969.311890,976.147095,953.660278,956.780701,947.952026,9043473
2018-06-28,952.966797,959.405762,931.470581,936.076904,927.439270,8662575
2018-06-29,940.187988,966.340088,940.088867,963.318726,954.429688,8041914
2018-07-02,963.219666,963.219666,948.013794,951.579956,942.799316,6724054
2018-07-03,955.938660,969.262390,951.332336,962.179504,953.301025,5115293
2018-07-04,962.674805,982.685120,961.882324,980.802979,971.752686,5048125
2018-07-05,987.638184,998.931152,949.598755,955.443359,946.627014,18896793
2018-07-06,955.690979,973.769653,955.443359,968.370789,959.435181,9248105
2018-07-09,977.831116,990.609985,974.264954,987.737244,978.622925,5219197
2018-07-10,993.334167,1018.842407,990.609985,1016.068665,1006.692932,10543516
2018-07-11,1015.375244,1031.125977,1008.292419,1029.045654,1019.550171,8747208
2018-07-12,1034.543579,1088.680420,1032.809937,1072.186768,1062.293213,24337829
2018-07-13,1070.354126,1098.586548,1069.858765,1089.472900,1079.419800,18137593
2018-07-16,1089.472900,1098.487427,1062.974121,1066.094482,1056.257080,6658302
2018-07-17,1068.174805,1085.659058,1059.556519,1082.092896,1072.107910,6530578
2018-07-18,1088.086060,1094.227783,1067.184204,1082.291016,1072.304199,4726480
2018-07-19,1083.033936,1104.530151,1076.149170,1094.475464,1084.376221,5485122
2018-07-20,1102.945190,1127.809448,1101.459229,1118.052002,1107.735229,8094154
2018-07-23,1119.191162,1119.191162,1102.647949,1109.780396,1099.539917,5897877
2018-07-24,1111.464478,1116.169800,1097.001465,1100.518188,1090.363159,4511507
2018-07-25,1099.577148,1112.455078,1093.831543,1104.678711,1094.485352,6006077
2018-07-26,1099.676147,1110.969116,1097.397705,1100.220947,1090.068726,6485768
2018-07-27,1108.987915,1126.719849,1101.706909,1119.240723,1108.912964,6742782
2018-07-30,1119.389282,1146.432983,1117.408081,1140.588379,1130.063721,14003964
2018-07-31,1140.192139,1179.222168,1136.378296,1174.863525,1164.022461,14006901
2018-08-01,1179.222168,1191.604736,1174.269043,1181.153809,1170.254639,9796282
2018-08-02,1180.311768,1180.311768,1155.001709,1157.379150,1146.699463,6308209
2018-08-03,1163.966797,1172.386963,1158.567993,1165.898438,1155.140137,6708388
2018-08-06,1165.650757,1184.769531,1164.313477,1181.401489,1170.500122,4054489
2018-08-07,1183.679932,1190.118896,1165.947998,1173.080322,1162.255737,4097939
2018-08-08,1173.872803,1211.020752,1173.872803,1206.265747,1195.134888,7987438
2018-08-09,1210.030151,1220.134399,1200.619385,1206.513428,1195.380371,6911830
2018-08-10,1199.628662,1203.591187,1191.010376,1192.892578,1181.885254,3615156
2018-08-13,1186.305054,1188.682495,1171.594482,1176.547485,1165.690918,4712408
2018-08-14,1178.825928,1205.770508,1173.179443,1199.232422,1188.166504,5349770
2018-08-16,1191.951538,1204.581787,1184.274292,1189.524536,1178.548218,6039198
2018-08-17,1197.647461,1203.987427,1188.781494,1192.446777,1181.443481,3867305
2018-08-20,1196.557861,1225.186401,1196.310181,1223.304321,1212.016357,7679143
2018-08-21,1225.632202,1239.748413,1215.478516,1235.488770,1224.088379,7348644
2018-08-23,1234.597290,1262.037109,1226.771484,1257.529907,1245.926147,8043652
2018-08-24,1253.369263,1267.931274,1248.218140,1265.504272,1253.826904,6715059
2018-08-27,1267.386475,1283.682007,1266.742554,1279.372803,1267.567383,5624995
2018-08-28,1283.830566,1310.577026,1282.839966,1306.614624,1294.557861,8777168
2018-08-29,1303.939941,1316.520752,1278.085083,1282.047485,1270.217529,11182203
2018-08-30,1281.453125,1284.969727,1258.520508,1262.482910,1250.833374,9943410
2018-08-31,1258.074707,1258.074707,1224.988281,1229.990967,1218.641235,15450941
2018-09-03,1233.309448,1246.088379,1214.537354,1217.608276,1206.372803,12315666
2018-09-04,1223.552002,1243.017456,1217.459717,1230.288086,1218.935669,8922552
2018-09-05,1230.832886,1240.887573,1197.152222,1215.478516,1204.262695,10422792
2018-09-06,1218.598877,1253.815063,1213.843994,1249.555420,1238.025146,11301160
2018-09-07,1253.022583,1269.318115,1242.720215,1266.593994,1254.906616,10794143
2018-09-10,1263.027710,1265.009033,1238.361572,1244.057617,1232.578003,7125920
2018-09-11,1247.177979,1256.489746,1222.660400,1226.078003,1214.764404,10977849
2018-09-12,1240.045654,1246.880859,1217.311157,1240.739014,1229.290161,8142006
2018-09-14,1247.574219,1263.622070,1235.934570,1241.382935,1229.928101,7953264
2018-09-17,1239.005493,1239.005493,1210.129150,1214.388794,1203.183105,6818107
2018-09-18,1214.487915,1227.762085,1202.947266,1205.720947,1194.595215,7688607
2018-09-19,1212.506592,1212.506592,1189.722656,1199.381104,1188.313843,11372574
2018-09-21,1207.553589,1225.780884,1172.386963,1206.067627,1194.938599,19250938
2018-09-24,1203.046265,1228.257324,1193.189697,1220.481079,1209.219116,10198351
2018-09-25,1223.898682,1233.309448,1183.778931,1219.044678,1207.796021,9807108
2018-09-26,1227.365845,1242.175415,1215.627075,1239.649414,1228.210571,6457463
2018-09-27,1243.215576,1251.140381,1225.879883,1241.977295,1230.516968,10911205
2018-09-28,1248.069580,1259.758789,1235.587891,1246.137817,1234.639160,11177984
2018-10-01,1245.890259,1245.890259,1192.694458,1220.134399,1208.875610,7402199
2018-10-03,1217.954956,1227.960205,1188.781494,1193.784180,1182.768677,7446497
2018-10-04,1178.330566,1179.222168,1095.614624,1111.712036,1101.453735,23432473
2018-10-05,1089.175659,1104.827393,1028.401733,1039.001343,1029.414063,22151189
2018-10-08,1040.140503,1106.511353,1015.920105,1098.982788,1088.842041,24913364
2018-10-09,1111.117676,1112.752197,1071.047485,1079.814453,1069.850464,11095381
2018-10-10,1083.628296,1105.372192,1074.118408,1091.751343,1081.677246,9592247
2018-10-11,1054.009033,1104.282471,1033.206299,1077.585571,1067.642212,13349523
2018-10-12,1094.574585,1118.398682,1091.553223,1115.971680,1105.674072,9144401
2018-10-15,1119.290283,1136.130615,1107.650635,1129.047729,1118.629395,8955871
2018-10-16,1135.239014,1156.438110,1129.295410,1152.871948,1142.233765,7549490
2018-10-17,1167.929199,1168.275879,1129.295410,1140.489258,1129.965454,12906841
2018-10-19,1089.671021,1100.567749,1060.200317,1090.958740,1080.891968,25662196
2018-10-22,1099.577148,1104.332031,1047.421509,1052.671753,1042.958252,13290338
2018-10-23,1042.864624,1054.702515,1033.850098,1044.796387,1035.155518,10673958
2018-10-24,1064.806641,1065.846802,1021.715149,1035.930420,1026.371338,13784775
2018-10-25,1026.271973,1030.878296,1006.856018,1021.120789,1011.698425,14229855
2018-10-26,1023.201050,1047.074829,1012.403442,1035.088379,1025.537109,9269654
2018-10-29,1036.178101,1083.578735,1036.178101,1077.585571,1067.642212,7744528
2018-10-30,1075.307129,1075.307129,1042.220825,1047.074829,1037.412964,8890179
2018-10-31,1049.056030,1055.841675,1037.168701,1051.284912,1041.584229,16613693
2018-11-01,1057.872437,1057.872437,1040.140503,1046.331787,1036.676758,9485091
2018-11-02,1056.980835,1070.849365,1053.166992,1064.806641,1054.981079,16955411
2018-11-05,1063.370361,1082.439575,1054.999634,1080.062134,1070.095825,7654392
2018-11-06,1083.727295,1101.558350,1081.349854,1093.732544,1083.640137,8716110
2018-11-07,1104.530151,1104.530151,1096.308105,1100.270508,1090.117798,1296168
2018-11-09,1095.862305,1103.341431,1074.811890,1083.182495,1073.187378,10943218
2018-11-12,1087.392578,1088.482300,1064.459961,1069.858765,1059.986694,5856714
2018-11-13,1063.915161,1092.642822,1060.002197,1089.126221,1079.076294,6876165
2018-11-14,1094.673584,1102.202271,1075.307129,1087.640259,1077.604004,7861347
2018-11-15,1086.649658,1092.642822,1076.297729,1086.550537,1076.524414,6896498
2018-11-16,1087.640259,1119.339722,1086.798218,1116.813721,1106.508301,11136460
2018-11-19,1122.262085,1140.885498,1120.379883,1139.201538,1128.689575,7378262
2018-11-20,1134.248413,1145.046143,1119.389282,1126.719849,1116.322998,5774119
