Date,Open,High,Low,Close,Adj Close,Volume
2018-05-14,1008.500000,1013.349976,1006.349976,1010.599976,995.765381,119888
2018-05-15,1010.674988,1032.449951,1010.500000,1019.599976,1004.633240,840920
2018-05-16,1017.500000,1023.825012,1009.025024,1012.224976,997.366455,149192
2018-05-17,1013.924988,1020.500000,1006.525024,1013.700012,998.819885,78974
2018-05-18,1014.000000,1014.000000,1002.500000,1006.450012,991.676331,229856
2018-05-21,1002.375000,1010.950012,993.025024,995.950012,981.330444,69054
2018-05-22,999.500000,1007.275024,994.000000,995.575012,980.960938,59474
2018-05-23,992.500000,995.000000,980.500000,983.474976,969.038513,87174
2018-05-24,983.500000,995.000000,978.500000,992.950012,978.374512,674880
2018-05-25,998.950012,1008.250000,995.000000,1005.825012,991.060486,127830
2018-05-28,1007.500000,1025.675049,1005.000000,1021.150024,1006.160583,136030
2018-05-29,1021.150024,1025.125000,1015.000000,1016.375000,1001.455566,61538
2018-05-30,1015.000000,1027.500000,1010.150024,1023.424988,1008.402161,79812
2018-05-31,1050.025024,1075.000000,1040.750000,1068.074951,1059.123413,569634
2018-06-01,1062.000000,1067.849976,1050.324951,1054.775024,1045.934937,588206
2018-06-04,1077.099976,1085.025024,1019.200012,1023.275024,1014.698914,1449408
2018-06-05,1025.000000,1034.000000,1012.500000,1030.275024,1021.640259,276050
2018-06-06,1029.500000,1053.675049,1023.250000,1029.574951,1020.946045,288402
2018-06-07,1032.500000,1039.750000,1026.949951,1032.425049,1023.772217,120982
2018-06-08,1025.275024,1030.000000,1018.500000,1025.050049,1016.459106,121348
2018-06-11,1026.000000,1031.175049,1020.049988,1022.575012,1014.004822,89586
2018-06-12,1024.000000,1026.250000,1019.525024,1022.375000,1013.806458,84018
2018-06-13,1022.500000,1027.449951,1013.500000,1017.625000,1009.096252,144314
2018-06-14,1019.000000,1022.500000,1015.000000,1018.575012,1010.038330,158246
2018-06-15,1020.400024,1020.400024,1010.450012,1015.349976,1006.840332,77036
2018-06-18,1017.849976,1018.750000,1004.875000,1010.674988,1002.204529,132586
2018-06-19,1011.025024,1019.950012,1009.849976,1012.700012,1004.212585,103646
2018-06-20,1014.500000,1029.349976,1012.375000,1027.849976,1019.235596,383154
2018-06-21,1033.500000,1035.500000,1024.599976,1028.349976,1019.731384,205510
2018-06-22,1030.000000,1043.849976,1024.849976,1040.900024,1032.176270,144306
2018-06-25,1042.500000,1048.500000,1037.150024,1046.974976,1038.200195,113510
2018-06-26,1038.000000,1051.849976,1038.000000,1046.525024,1037.754028,141618
2018-06-27,1042.800049,1059.000000,1042.800049,1055.824951,1046.976074,151174
2018-06-28,1056.500000,1070.000000,1056.224976,1066.449951,1057.511963,124762
2018-06-29,1063.949951,1069.474976,1052.525024,1054.025024,1045.191284,87380
2018-07-02,1043.125000,1056.675049,1032.500000,1036.599976,1027.912231,152910
2018-07-03,1040.000000,1042.000000,1032.949951,1035.224976,1026.548828,91930
2018-07-04,1035.275024,1054.550049,1035.000000,1051.500000,1042.687378,106056
2018-07-05,1051.625000,1064.474976,1046.150024,1061.675049,1052.777100,100240
2018-07-06,1054.500000,1067.250000,1051.000000,1057.025024,1048.166016,78798
2018-07-09,1058.250000,1064.974976,1054.375000,1060.650024,1051.760742,447382
2018-07-10,1063.025024,1075.000000,1062.900024,1073.550049,1064.552612,94444
2018-07-11,1071.625000,1077.500000,1067.500000,1073.275024,1064.279907,78690
2018-07-12,1074.025024,1089.550049,1074.025024,1082.599976,1073.526733,159942
